Amitabh Bhattacharya;Varun Jain;{'label': 'Tere Vaaste (From "Zara Hatke Zara Bachke")'}
Amitabh Bhattacharya;Pritam;{'label': 'Kesariya (From "Brahmastra")'}
Amitabh Bhattacharya;Arijit Singh;{'label': 'Kesariya (From "Brahmastra")'}
Ed Sheeran;Fireboy DML;{'label': 'Peru'}
Ed Sheeran;Camila Cabello;{'label': 'Bam Bam (feat. Ed Sheeran)'}
Ed Sheeran;J Balvin;{'label': 'Sigue'}
Veigh;Bvga Beatz;{'label': 'Novo Balanï¿½'}
Veigh;Supernova Ent;{'label': 'Novo Balanï¿½'}
Veigh;Prod Malax;{'label': 'Novo Balanï¿½'}
Bvga Beatz;Supernova Ent;{'label': 'Novo Balanï¿½'}
Bvga Beatz;Prod Malax;{'label': 'Novo Balanï¿½'}
Supernova Ent;Prod Malax;{'label': 'Novo Balanï¿½'}
Mc Pedrinho;DJ 900;{'label': 'Gol Bolinha, Gol Quadrado 2'}
Mc Pedrinho;Pedro Sampaio;{'label': 'DANï¿½ï¿½A'}
Sog;Ryan Castro;{'label': 'QUEMA'}
Bomba Estï¿½ï¿½reo;Bad B;{'label': 'Ojitos Lindos'}
Don Omar;Lucenzo;{'label': 'Danza Kuduro'}
Ana Castela;AgroPlay;{'label': 'Nosso Quadro'}
Ana Castela;Israel & Rodolffo;{'label': 'Bombonzinho - Ao Vivo'}
Ana Castela;Melody;{'label': 'Pipoco'}
Ana Castela;Dj Chris No Beat;{'label': 'Pipoco'}
Bruno Mars;Anderson .Paak;{'label': 'Leave The Door Open'}
Bruno Mars;Silk Sonic;{'label': 'Leave The Door Open'}
Drake;WizKid;{'label': 'One Dance'}
Drake;Kyla;{'label': 'One Dance'}
Drake;Tems;{'label': 'WAIT FOR U (feat. Drake & Tems)'}
Drake;Project Pat;{'label': 'Knife Talk (with 21 Savage ft. Project Pat)'}
Drake;DJ Khaled;{'label': 'STAYING ALIVE (feat. Drake & Lil Baby)'}
Drake;Lil Baby;{'label': 'STAYING ALIVE (feat. Drake & Lil Baby)'}
Chris Brown;Rvssian;{'label': 'Nostï¿½ï¿½l'}
WizKid;Kyla;{'label': 'One Dance'}
WizKid;Toian;{'label': 'Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )'}
WizKid;Beam;{'label': 'Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )'}
A$AP Rocky;Roisee;{'label': 'Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)'}
Mora;Saiko;{'label': 'POLARIS - Remix'}
Mora;Sech;{'label': 'TUS Lï¿½ï¿½GR'}
Lil Wayne;Offset;{'label': 'Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)'}
Offset;JID;{'label': 'Danger (Spider) (Offset & JID)'}
Kodak Black;NLE Choppa;{'label': 'Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)'}
Kodak Black;Muni Long;{'label': 'Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)'}
NLE Choppa;Muni Long;{'label': 'Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)'}
Arijit Singh;Amitabha Bhattacharya;{'label': 'Phir Aur Kya Chahiye (From "Zara Hatke Zara Bachke")'}
Arijit Singh;Vishal Dadlani;{'label': 'Jhoome Jo Pathaan'}
Arijit Singh;Sukriti Kakar;{'label': 'Jhoome Jo Pathaan'}
Arijit Singh;Vishal-Shekhar;{'label': 'Jhoome Jo Pathaan'}
Arijit Singh;Shekhar Ravjiani;{'label': 'Jhoome Jo Pathaan'}
Arijit Singh;Kumaar;{'label': 'Jhoome Jo Pathaan'}
Arijit Singh;Pritam;{'label': 'Kesariya (From "Brahmastra")'}
Becky G;Anitta;{'label': 'La Loto'}
Becky G;Tini;{'label': 'La Loto'}
Kaliii;Kaliii;{'label': 'Area Codes'}
Abhijay Sharma;Riar Saab;{'label': 'Obsessed'}
Semicenk;Doï¿½ï¿½u;{'label': 'Piï¿½ï¿½man Deï¿'}
Lil Uzi Vert;sped up nightcore;{'label': 'Watch This - ARIZONATEARS Pluggnb Remix'}
Lil Uzi Vert;ARIZONATEARS;{'label': 'Watch This - ARIZONATEARS Pluggnb Remix'}
RAYE;070 Shake;{'label': 'Escapism. - Sped Up'}
Arcangel;De La Ghetto;{'label': 'Se Le Ve'}
Arcangel;Justin Quiles;{'label': 'Se Le Ve'}
Arcangel;Lenny Tavï¿½ï¿½rez;{'label': 'Se Le Ve'}
Arcangel;Sech;{'label': 'Se Le Ve'}
Arcangel;Dalex;{'label': 'Se Le Ve'}
Arcangel;Dimelo Flow;{'label': 'Se Le Ve'}
Arcangel;Rich Music;{'label': 'Se Le Ve'}
Israel & Rodolffo;Mari Fernandez;{'label': 'Seu Brilho Sumiu - Ao Vivo'}
Mari Fernandez;Gustavo Mioto;{'label': 'Eu Gosto Assim - Ao Vivo'}
Halsey;Suga;{'label': 'Lilith (feat. SUGA of BTS) (Diablo IV Anthem)'}
Halsey;The Chainsmokers;{'label': 'Closer'}
Halsey;Pharrell Williams;{'label': 'Stay With Me (with Justin Timberlake, Halsey, & Pharrell)'}
Halsey;Justin Timberlake;{'label': 'Stay With Me (with Justin Timberlake, Halsey, & Pharrell)'}
Suga;PSY;{'label': 'That That (prod. & feat. SUGA of BTS)'}
Toian;Beam;{'label': 'Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )'}
Tini;Steve Aoki;{'label': 'Muï¿½ï¿½'}
Tini;La Joaqui;{'label': 'Muï¿½ï¿½'}
Tini;L-Gante;{'label': 'Bar'}
Tini;Anitta;{'label': 'La Loto'}
MC Caverinha;KayBlack;{'label': 'Cartï¿½ï¿½o B'}
JID;League of Legends;{'label': 'Enemy (with JID) - from the series Arcane League of Legends'}
JID;Arcane;{'label': 'Enemy (with JID) - from the series Arcane League of Legends'}
Migrantes;LiL CaKe;{'label': 'MERCHO'}
Migrantes;Nico Valdi;{'label': 'MERCHO'}
LiL CaKe;Nico Valdi;{'label': 'MERCHO'}
Mambo Kingz;DJ Luian;{'label': 'Mas Rica Que Ayer'}
Mambo Kingz;Anuel Aa;{'label': 'Mas Rica Que Ayer'}
DJ Luian;Anuel Aa;{'label': 'Mas Rica Que Ayer'}
Anuel Aa;Jhay Cortez;{'label': 'Sï¿½ï¿½'}
Anuel Aa;Nengo Flow;{'label': 'La Llevo Al Cielo (Ft. ï¿½ï¿½engo F'}
Anuel Aa;Chris Jedi;{'label': 'La Llevo Al Cielo (Ft. ï¿½ï¿½engo F'}
Nile Rodgers;LE SSERAFIM;{'label': 'UNFORGIVEN (feat. Nile Rodgers)'}
Nile Rodgers;Pharrell Williams;{'label': 'Get Lucky - Radio Edit'}
Agust D;IU;{'label': 'People Pt.2 (feat. IU)'}
Rich The Kid;Matuï¿;{'label': 'Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich '}
Labrinth;Zendaya;{'label': 'All For Us - from the HBO Original Series Euphoria'}
Cartel De Santa;La Kelly;{'label': 'Shorty Party'}
TAEYANG;Lisa;{'label': 'Shoong! (feat. LISA of BLACKPINK)'}
sped up nightcore;ARIZONATEARS;{'label': 'Watch This - ARIZONATEARS Pluggnb Remix'}
Jhayco;Sech;{'label': 'En La De Ella'}
RM;Colde;{'label': "Don't ever say love me (feat. RM of BTS)"}
Nengo Flow;Chris Jedi;{'label': 'La Llevo Al Cielo (Ft. ï¿½ï¿½engo F'}
Nicky Youre;Dazy;{'label': 'Sunroof'}
Tiï¿½ï¿½sto;Tate M;{'label': '10:35'}
Tiï¿½ï¿½sto;Ava;{'label': 'The Motto'}
Tiï¿½ï¿½sto;Kar;{'label': "Don't Be Shy"}
Kanii;PR1ISVX;{'label': 'I Know - PR1SVX Edit'}
Coolio;L.V.;{'label': "Gangsta's Paradise"}
NICKI NICOLE;Cris Mj;{'label': 'Marisola - Remix'}
NICKI NICOLE;Standly;{'label': 'Marisola - Remix'}
NICKI NICOLE;Stars Music Chile;{'label': 'Marisola - Remix'}
Cris Mj;Standly;{'label': 'Marisola - Remix'}
Cris Mj;Stars Music Chile;{'label': 'Marisola - Remix'}
Cris Mj;Ak4:20;{'label': 'Me Arrepentï¿'}
Cris Mj;Pailita;{'label': 'Me Arrepentï¿'}
Standly;Stars Music Chile;{'label': 'Marisola - Remix'}
Brray;Lyanno;{'label': 'LOKERA'}
Robin Schulz;Oliver Tree;{'label': 'Miss You'}
Oliver Tree;Twisted;{'label': 'WORTH NOTHING'}
Lady Gaga;Bradley Cooper;{'label': 'Shallow'}
Doja Cat;Tyga;{'label': 'Freaky Deaky'}
MC Xenon;Os Gemeos da Putaria;{'label': 'Sem Alianï¿½ï¿½a no '}
League of Legends;Arcane;{'label': 'Enemy - from the series Arcane League of Legends'}
XXXTENTACION;Kanye West;{'label': 'True Love'}
J Balvin;Nio Garcia;{'label': 'AM Remix'}
Yuridia;Angela Aguilar;{'label': 'Quï¿½ï¿½ Ago'}
Lil Nas X;Jack Harlow;{'label': 'INDUSTRY BABY (feat. Jack Harlow)'}
Vishal Dadlani;Sukriti Kakar;{'label': 'Jhoome Jo Pathaan'}
Vishal Dadlani;Vishal-Shekhar;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal Dadlani;Shekhar Ravjiani;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal Dadlani;Kumaar;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal Dadlani;Shilpa Rao;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal Dadlani;Caralisa Monteiro;{'label': 'Besharam Rang (From "Pathaan")'}
Sukriti Kakar;Vishal-Shekhar;{'label': 'Jhoome Jo Pathaan'}
Sukriti Kakar;Shekhar Ravjiani;{'label': 'Jhoome Jo Pathaan'}
Sukriti Kakar;Kumaar;{'label': 'Jhoome Jo Pathaan'}
Vishal-Shekhar;Shekhar Ravjiani;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal-Shekhar;Kumaar;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal-Shekhar;Shilpa Rao;{'label': 'Besharam Rang (From "Pathaan")'}
Vishal-Shekhar;Caralisa Monteiro;{'label': 'Besharam Rang (From "Pathaan")'}
Shekhar Ravjiani;Kumaar;{'label': 'Besharam Rang (From "Pathaan")'}
Shekhar Ravjiani;Shilpa Rao;{'label': 'Besharam Rang (From "Pathaan")'}
Shekhar Ravjiani;Caralisa Monteiro;{'label': 'Besharam Rang (From "Pathaan")'}
Kumaar;Shilpa Rao;{'label': 'Besharam Rang (From "Pathaan")'}
Kumaar;Caralisa Monteiro;{'label': 'Besharam Rang (From "Pathaan")'}
Steve Aoki;La Joaqui;{'label': 'Muï¿½ï¿½'}
Shilpa Rao;Caralisa Monteiro;{'label': 'Besharam Rang (From "Pathaan")'}
DJ Escobar;MC MENOR SG;{'label': 'Evoque Prata'}
DJ Escobar;MC MENOR HR;{'label': 'Evoque Prata'}
MC MENOR SG;MC MENOR HR;{'label': 'Evoque Prata'}
Skrillex;Flowdan;{'label': 'Rumble'}
Skrillex;Fred again..;{'label': 'Rumble'}
Flowdan;Fred again..;{'label': 'Rumble'}
Lost Frequencies;Calum Scott;{'label': 'Where Are You Now'}
James Hype;Miggy Dela Rosa;{'label': 'Ferrari'}
Styrx;utku INC;{'label': 'Agudo Mï¿½ï¿½gi'}
Styrx;Thezth;{'label': 'Agudo Mï¿½ï¿½gi'}
utku INC;Thezth;{'label': 'Agudo Mï¿½ï¿½gi'}
Maroon 5;Wiz Khalifa;{'label': 'Payphone'}
John Lennon;The Harlem Community Choir;{'label': 'Happy Xmas (War Is Over)'}
John Lennon;The Plastic Ono Band;{'label': 'Happy Xmas (War Is Over)'}
John Lennon;Yoko Ono;{'label': 'Happy Xmas (War Is Over)'}
The Harlem Community Choir;The Plastic Ono Band;{'label': 'Happy Xmas (War Is Over)'}
The Harlem Community Choir;Yoko Ono;{'label': 'Happy Xmas (War Is Over)'}
The Plastic Ono Band;Yoko Ono;{'label': 'Happy Xmas (War Is Over)'}
Frank Sinatra;B. Swanson Quartet;{'label': 'Let It Snow! Let It Snow! Let It Snow!'}
Bing Crosby;John Scott Trotter & His Orchestra;{'label': 'White Christmas'}
Bing Crosby;Ken Darby Singers;{'label': 'White Christmas'}
John Scott Trotter & His Orchestra;Ken Darby Singers;{'label': 'White Christmas'}
Perry Como;The Fontane Sisters;{'label': "It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)"}
Perry Como;Mitchell Ayres & His Orchestra;{'label': "It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)"}
The Fontane Sisters;Mitchell Ayres & His Orchestra;{'label': "It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)"}
Mabel Matiz;Mert Demir;{'label': 'Antidepresan'}
Dj LK da Escï¿½ï¿½cia;Tchakabum;{'label': 'Tubarï¿½ï¿½o Te'}
Dj LK da Escï¿½ï¿½cia;mc jhenny;{'label': 'Tubarï¿½ï¿½o Te'}
Dj LK da Escï¿½ï¿½cia;M;{'label': 'Tubarï¿½ï¿½o Te'}
Tchakabum;mc jhenny;{'label': 'Tubarï¿½ï¿½o Te'}
Tchakabum;M;{'label': 'Tubarï¿½ï¿½o Te'}
mc jhenny;M;{'label': 'Tubarï¿½ï¿½o Te'}
Gwen Stefani;Blake Shelton;{'label': 'You Make It Feel Like Christmas (feat. Blake Shelton)'}
Lauren Spencer Smith;Lauren Spencer Smith;{'label': 'Fingers Crossed'}
Cherish;ACRAZE;{'label': 'Do It To It'}
Adassa;Mauro Castillo;{'label': "We Don't Talk About Bruno"}
Adassa;Stephanie Beatriz;{'label': "We Don't Talk About Bruno"}
Adassa;Encanto - Cast;{'label': "We Don't Talk About Bruno"}
Adassa;Rhenzy Feliz;{'label': "We Don't Talk About Bruno"}
Adassa;Diane Guerrero;{'label': "We Don't Talk About Bruno"}
Adassa;Carolina Gaitan;{'label': "We Don't Talk About Bruno"}
Mauro Castillo;Stephanie Beatriz;{'label': "We Don't Talk About Bruno"}
Mauro Castillo;Encanto - Cast;{'label': "We Don't Talk About Bruno"}
Mauro Castillo;Rhenzy Feliz;{'label': "We Don't Talk About Bruno"}
Mauro Castillo;Diane Guerrero;{'label': "We Don't Talk About Bruno"}
Mauro Castillo;Carolina Gaitan;{'label': "We Don't Talk About Bruno"}
Stephanie Beatriz;Encanto - Cast;{'label': 'The Family Madrigal'}
Stephanie Beatriz;Rhenzy Feliz;{'label': "We Don't Talk About Bruno"}
Stephanie Beatriz;Diane Guerrero;{'label': 'What Else Can I Do?'}
Stephanie Beatriz;Carolina Gaitan;{'label': "We Don't Talk About Bruno"}
Stephanie Beatriz;Olga Merediz;{'label': 'The Family Madrigal'}
Encanto - Cast;Rhenzy Feliz;{'label': "We Don't Talk About Bruno"}
Encanto - Cast;Diane Guerrero;{'label': "We Don't Talk About Bruno"}
Encanto - Cast;Carolina Gaitan;{'label': "We Don't Talk About Bruno"}
Encanto - Cast;Olga Merediz;{'label': 'The Family Madrigal'}
Rhenzy Feliz;Diane Guerrero;{'label': "We Don't Talk About Bruno"}
Rhenzy Feliz;Carolina Gaitan;{'label': "We Don't Talk About Bruno"}
Diane Guerrero;Carolina Gaitan;{'label': "We Don't Talk About Bruno"}
Ckay;AX'EL;{'label': 'Love Nwantiti - Remix'}
Ckay;Dj Yo!;{'label': 'Love Nwantiti - Remix'}
Aitana;zzoilo;{'label': 'Mon Amour - Remix'}
Juan Cruz Toledo;Huilen Toledo;{'label': 'traitor'}
BoyWithUke;Blackbear;{'label': 'IDGAF (with blackbear)'}
Xamï¿½ï¿½;Gustah;{'label': 'Malvadï¿½ï¿'}
Xamï¿½ï¿½;Neo B;{'label': 'Malvadï¿½ï¿'}
Gustah;Neo B;{'label': 'Malvadï¿½ï¿'}
Justin Quiles;Lenny Tavï¿½ï¿½rez;{'label': 'Se Le Ve'}
Justin Quiles;BL;{'label': 'Medallo'}
Justin Quiles;De La Ghetto;{'label': 'Se Le Ve'}
Justin Quiles;Sech;{'label': 'Se Le Ve'}
Justin Quiles;Dalex;{'label': 'Se Le Ve'}
Justin Quiles;Dimelo Flow;{'label': 'Se Le Ve'}
Justin Quiles;Rich Music;{'label': 'Se Le Ve'}
Lenny Tavï¿½ï¿½rez;BL;{'label': 'Medallo'}
Lenny Tavï¿½ï¿½rez;De La Ghetto;{'label': 'Se Le Ve'}
Lenny Tavï¿½ï¿½rez;Sech;{'label': 'Se Le Ve'}
Lenny Tavï¿½ï¿½rez;Dalex;{'label': 'Se Le Ve'}
Lenny Tavï¿½ï¿½rez;Dimelo Flow;{'label': 'Se Le Ve'}
Lenny Tavï¿½ï¿½rez;Rich Music;{'label': 'Se Le Ve'}
Shawn Mendes;Camila Cabello;{'label': 'Seï¿½ï¿½o'}
AX'EL;Dj Yo!;{'label': 'Love Nwantiti - Remix'}
Anderson .Paak;Silk Sonic;{'label': 'Leave The Door Open'}
THE ANXIETY;Willow;{'label': 'Meet Me At Our Spot'}
THE ANXIETY;Tyler Cole;{'label': 'Meet Me At Our Spot'}
Willow;Tyler Cole;{'label': 'Meet Me At Our Spot'}
Willow;Camila Cabello;{'label': 'psychofreak (feat. WILLOW)'}
Daniel Caesar;Giveon;{'label': 'Peaches (feat. Daniel Caesar & Giveon)'}
NEIKED;Mae Muller;{'label': 'Better Days (NEIKED x Mae Muller x Polo G)'}
NEIKED;Polo G;{'label': 'Better Days (NEIKED x Mae Muller x Polo G)'}
Mae Muller;Polo G;{'label': 'Better Days (NEIKED x Mae Muller x Polo G)'}
Amaarae;Moliy;{'label': 'Sad Girlz Luv Money Remix (feat. Kali Uchis)'}
Sech;De La Ghetto;{'label': 'Se Le Ve'}
Sech;Dalex;{'label': 'Se Le Ve'}
Sech;Dimelo Flow;{'label': 'Se Le Ve'}
Sech;Rich Music;{'label': 'Se Le Ve'}
24kgoldn;Iann Dior;{'label': 'Mood (feat. Iann Dior)'}
Kanye West;Alicia Keys;{'label': 'City of Gods'}
Kanye West;Fivio Foreign;{'label': 'City of Gods'}
Kanye West;Cardi B;{'label': 'Hot Shit (feat. Ye & Lil Durk)'}
Prezioso;Gabry Ponte;{'label': 'Thunder'}
Prezioso;LUM!X;{'label': 'Thunder'}
Gabry Ponte;LUM!X;{'label': 'Thunder'}
Marï¿½ï¿½lia Mendonï¿½ï¿½a;George Henrique &;{'label': 'Vai Lï¿½ï¿½ Em Casa '}
Marï¿½ï¿½lia Mendonï¿½ï¿½a;Maiara &;{'label': 'Esqueï¿½ï¿½a-Me Se For C'}
Marï¿½ï¿½lia Mendonï¿½ï¿½a;Hugo & G;{'label': 'Mal Feito - Ao Vivo'}
Charli XCX;Jax Jones;{'label': 'OUT OUT (feat. Charli XCX & Saweetie)'}
Charli XCX;Joel Corry;{'label': 'OUT OUT (feat. Charli XCX & Saweetie)'}
Charli XCX;Saweetie;{'label': 'OUT OUT (feat. Charli XCX & Saweetie)'}
Jax Jones;Joel Corry;{'label': 'OUT OUT (feat. Charli XCX & Saweetie)'}
Jax Jones;Saweetie;{'label': 'OUT OUT (feat. Charli XCX & Saweetie)'}
Jax Jones;MNEK;{'label': 'Where Did You Go?'}
Joel Corry;Saweetie;{'label': 'OUT OUT (feat. Charli XCX & Saweetie)'}
Sleepy hallow;347aidan;{'label': 'Die Young (feat. 347aidan)'}
Baby Keem;Sam Dew;{'label': 'Savior'}
Riton;Nightcrawlers;{'label': 'Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit'}
Riton;Mufasa & Hypeman;{'label': 'Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit'}
Riton;Dopamine;{'label': 'Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit'}
Nightcrawlers;Mufasa & Hypeman;{'label': 'Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit'}
Nightcrawlers;Dopamine;{'label': 'Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit'}
Mufasa & Hypeman;Dopamine;{'label': 'Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit'}
De La Ghetto;Dalex;{'label': 'Se Le Ve'}
De La Ghetto;Dimelo Flow;{'label': 'Se Le Ve'}
De La Ghetto;Rich Music;{'label': 'Se Le Ve'}
De La Ghetto;Polima WestCoast;{'label': 'ULTRA SOLO REMIX'}
De La Ghetto;Paloma Mami;{'label': 'ULTRA SOLO REMIX'}
De La Ghetto;Pailita;{'label': 'ULTRA SOLO REMIX'}
Dalex;Dimelo Flow;{'label': 'Se Le Ve'}
Dalex;Rich Music;{'label': 'Se Le Ve'}
Dimelo Flow;Rich Music;{'label': 'Se Le Ve'}
Lil Baby;DJ Khaled;{'label': 'STAYING ALIVE (feat. Drake & Lil Baby)'}
Katy Perry;Alesso;{'label': 'When Iï¿½ï¿½ï¿½m Gone (with Katy '}
Dr. Dre;Snoop Dogg;{'label': 'The Next Episode'}
Dr. Dre;2Pac;{'label': 'California Love - Original Version (Explicit)'}
Dr. Dre;Roger;{'label': 'California Love - Original Version (Explicit)'}
Snoop Dogg;Benny Blanco;{'label': 'Bad Decisions (with BTS & Snoop Dogg)'}
Alicia Keys;Fivio Foreign;{'label': 'City of Gods'}
Mahmood;Blanco;{'label': 'Brividi'}
Intense;AP Dhillon;{'label': 'Excuses'}
Intense;Gurinder Gill;{'label': 'Excuses'}
AP Dhillon;Gurinder Gill;{'label': 'Excuses'}
La Pantera;Juseph;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
La Pantera;Cruz Cafunï¿½ï¿½;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
La Pantera;Bï¿½ï¿½jo;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
La Pantera;Abhir Hathi;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
Juseph;Cruz Cafunï¿½ï¿½;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
Juseph;Bï¿½ï¿½jo;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
Juseph;Abhir Hathi;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
Cruz Cafunï¿½ï¿½;Bï¿½ï¿½jo;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
Cruz Cafunï¿½ï¿½;Abhir Hathi;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
Bï¿½ï¿½jo;Abhir Hathi;{'label': 'Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)'}
2Pac;Roger;{'label': 'California Love - Original Version (Explicit)'}
Luude;Colin Hay;{'label': 'Down Under (feat. Colin Hay)'}
GODZZ__-;Zakaria;{'label': 'Contection'}
Mainstreet;Chefin;{'label': '212'}
Kevin Gates;Juicy J;{'label': 'Thinking with My Dick'}
Gotye;Kimbra;{'label': 'Somebody That I Used To Know'}
AnnenMayKantereit;Giant Rooks;{'label': "Tom's Diner"}
Alejo;Robi;{'label': 'Pantysito'}
Matuï¿½ï¿½;Wiu;{'label': 'Vampiro'}
Matuï¿½ï¿½;;{'label': 'Vampiro'}
Wiu;;{'label': 'Vampiro'}
Ak4:20;Pailita;{'label': 'Me Arrepentï¿'}
Pailita;Polima WestCoast;{'label': 'ULTRA SOLO REMIX'}
Pailita;Paloma Mami;{'label': 'ULTRA SOLO REMIX'}
Luï¿½ï¿½sa Sonza;MC Frog;{'label': 'sentaDONA (Remix) s2'}
Luï¿½ï¿½sa Sonza;Dj Gabriel do Borel;{'label': 'sentaDONA (Remix) s2'}
Luï¿½ï¿½sa Sonza;Davi K;{'label': 'sentaDONA (Remix) s2'}
MC Frog;Dj Gabriel do Borel;{'label': 'sentaDONA (Remix) s2'}
MC Frog;Davi K;{'label': 'sentaDONA (Remix) s2'}
Dj Gabriel do Borel;Davi K;{'label': 'sentaDONA (Remix) s2'}
Pharrell Williams;Justin Timberlake;{'label': 'Stay With Me (with Justin Timberlake, Halsey, & Pharrell)'}
Jordan Fisher;Josh Levi;{'label': 'Nobody Like U - From "Turning Red"'}
Jordan Fisher;Finneas O'Connell;{'label': 'Nobody Like U - From "Turning Red"'}
Jordan Fisher;4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red);{'label': 'Nobody Like U - From "Turning Red"'}
Jordan Fisher;Topher Ngo;{'label': 'Nobody Like U - From "Turning Red"'}
Jordan Fisher;Grayson Vill;{'label': 'Nobody Like U - From "Turning Red"'}
Josh Levi;Finneas O'Connell;{'label': 'Nobody Like U - From "Turning Red"'}
Josh Levi;4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red);{'label': 'Nobody Like U - From "Turning Red"'}
Josh Levi;Topher Ngo;{'label': 'Nobody Like U - From "Turning Red"'}
Josh Levi;Grayson Vill;{'label': 'Nobody Like U - From "Turning Red"'}
Finneas O'Connell;4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red);{'label': 'Nobody Like U - From "Turning Red"'}
Finneas O'Connell;Topher Ngo;{'label': 'Nobody Like U - From "Turning Red"'}
Finneas O'Connell;Grayson Vill;{'label': 'Nobody Like U - From "Turning Red"'}
4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red);Topher Ngo;{'label': 'Nobody Like U - From "Turning Red"'}
4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red);Grayson Vill;{'label': 'Nobody Like U - From "Turning Red"'}
Topher Ngo;Grayson Vill;{'label': 'Nobody Like U - From "Turning Red"'}
Blxst;Amanda Reifer;{'label': 'Die Hard'}
Ghostface Killah;Summer Walker;{'label': 'Purple Hearts'}
Polima WestCoast;Paloma Mami;{'label': 'ULTRA SOLO REMIX'}
Polima WestCoast;Fran C;{'label': 'BABY OTAKU'}
Polima WestCoast;Nickoog Clk;{'label': 'BABY OTAKU'}
Polima WestCoast;Pablito Pesadilla;{'label': 'BABY OTAKU'}
Luciano;Aitch;{'label': 'Bamba (feat. Aitch & BIA)'}
Luciano;Bï¿½;{'label': 'Bamba (feat. Aitch & BIA)'}
Shae Gill;Ali Sethi;{'label': 'Pasoori'}
Ugly Dray;Tesla Jnr;{'label': "I Tried to Tell Y'all"}
BYOR;Imanbek;{'label': 'Belly Dancer'}
Ella Henderson;Becky Hill;{'label': 'Crazy What Love Can Do'}
Schï¿½ï¿½rze;DJ R;{'label': 'Layla'}
L7nnon;DJ Biel do Furduncinho;{'label': 'Ai Preto'}
L7nnon;Bianca;{'label': 'Ai Preto'}
DJ Biel do Furduncinho;Bianca;{'label': 'Ai Preto'}
Mc Vitin Da Igrejinha;MC Tairon;{'label': 'Baile no Morro'}
Mc Vitin Da Igrejinha;DJ Win;{'label': 'Baile no Morro'}
MC Tairon;DJ Win;{'label': 'Baile no Morro'}
Luis R Conriquez;La Adictiva;{'label': 'JGL'}
Melody;Dj Chris No Beat;{'label': 'Pipoco'}
